,ID,Severity,Start_Lat,Start_Lng,Description,Street,State,Precipitation(in),Weather_Condition,Junction
478612,A-478613,2,36.088642,-80.228983,In Winston-Salem / Mile Marker 109 Heading North. The right shoulder is closed at Exit 109-A US 421&amp;nbsp;,John Gold Memorial Expy N,NC,0.0,Fair,True
1207842,A-1207843,4,36.079954,-80.230296,In Winston-Salem / Mile Marker 108 Heading North. The road is closed on US 52 N near Exit 108 (I-40 N).,John Gold Memorial Expy N,NC,0.0,Fair,True
