,ID,Severity,Start_Lat,Start_Lng,Description,Street,State,Precipitation(in),Weather_Condition,Junction
2776497,A-2776498,2,41.094901,-104.85046,At I-25 - Accident. Left lane blocked.,I-25 S,WY,0.0,Light Snow / Windy,True
